Year,Reciever,Grant size (DKK),Description,Translated Description,Project Category
1998, 4. Maj Kollegiet i Aarhus,"5,5 mio. kr.",Videre projektering af udstillingshus i Jelling,Further design of exhibition house in Jelling, Villum Fonden Villum Fonden
1998, Danmarks Tekniske Universitet,"1,3 mio. kr.",Totalrenovering af kollegiet,Total renovation of the dormitory, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1998, Danmarks Tekniske Universitet,5 mio. kr.,Kryogen-apparatur til arbejde med højtemperaturledere i elforsyningen,Cryogenic apparatus for working with high-temperature conductors in the electricity supply, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1998, Danmarks Tekniske Universitet,"1,2 mio. kr.",Opførelse af en ny proceshal,Construction of a new process hall, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1998, Rigshospitalet,267.750 kr.,HPLC-MS instrument til brug for forskning i kombinatorisk kemi,HPLC-MS instrument for use in combinatorial chemistry research, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1998, Veterinær og Landbohøjskolen,"2,8 mio. kr.",Apparatur til styring af lammede håndmuskler,Apparatus for controlling paralyzed hand muscles, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1998, Verdens børn,800.000 kr.,Udstyr til studier i plante-plast-kompositter på Laboratoriet for Plantefibre,Equipment for studies in plant-plastic composites at the Laboratory of Plant Fibres, Villum Fonden Villum Fonden
1998, Aarhus Universitet,500.000 kr.,Renovering af et børnehjem for 150 handicappede børn i Lukovit i det nordlige Bulgarien,"Renovation of orphanage for 150 disabled children in Lukovit, northern Bulgaria", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1998, Copenhagen Business School,2 mio. kr.,VELUX Visiting Professor Programme,VELUX Visiting Professor Programme, Kultur og samfund Andre projekter
1998, Copenhagen Business School,500.000 kr.,Indretning af to gæsteprofessorboliger,Furnishing of two visiting professors' residences, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1998, Københavns Universitet,300.000 kr.,VELUX Visiting Professor Programme,VELUX Visiting Professor Programme, Villum Fonden Villum Fonden
1998, Aalborg Universitet,500.000 kr.,Indretning af nyt bibliotek,Interior design of a new library, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1998, Danmarks Tekniske Universitet,"1,3 mio. kr.",VELUX Visiting Professor Programme,VELUX Visiting Professor Programme, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1998, Le Maire de la Ville du Faouet,"1,7 mio. kr.",Villum Kann Rasmussens Årslegat,Villum Kann Rasmussen's Annual Scholarship, Villum Fonden Villum Fonden
1998, Parlement de Bretagne,"1,6 mio. kr.",Restaurering af pulpituret i La Chapelle Saint-Fiacre,Restoration of the pulpit of La Chapelle Saint-Fiacre, Villum Fonden Villum Fonden
1998, Københavns Universitet,"1,1 mio. kr.",Restaurering af kapellet i Le Palais du Parlement de Bretagne,Restaurering af kapellet i The Palace of the Parliament of Brittany, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1998, Medarbejderfond for VKR Gruppen,20 mio. kr.,Confocal Laser Scanning Mikroskop,Confocal Laser Scanning Mikroskop, Villum Fonden Villum Fonden
1998, Gelsted Idrætsforening,"1,8 mio. kr.",Donation til ulykkelige hændelser og uddannelse,Donation for unfortunate incidents and education, Villum Fonden Villum Fonden
1997, Sagnlandet Lejre,1 mio. kr.,Byggeri af et nyt klubhus,Construction of a new clubhouse, Villum Fonden Villum Fonden
1997, Tivoli,5 mio. kr.,Ny indgangsbygning,New entrance building, Villum Fonden Villum Fonden
1997, Schloss Esterházy,"1,9 mio. kr.",Renovering af Glassalen,Renovation of the Glass Hall, Villum Fonden Villum Fonden
1997, Det Kongelige Danske Kunstakademi,"1,2 mio. kr.",Restaurering af slotskapellet,Restoration of the castle chapel, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1997, Grønlands Universitet,"1,2 mio. kr.",Villum Kann Rasmussens Årslegat,Villum Kann Rasmussen's Annual Scholarship, Kultur og samfund Andre projekter
1997, Kongernes Jelling,750.000 kr.,"Stiftelse af en fond, der skal udgive en skriftrække for universitetets egne videnskabelige værker",Establishment of a foundation to publish a series of publications for the university's own scientific works, Villum Fonden Villum Fonden
1997, Statens Byggeforskningsinstitut (SBI),"1,9 mio. kr.",Opførelse af udstillingshuset Kongernes Jelling,Construction of the exhibition house Kongernes Jelling, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1997, Gelsted Menighedsråd,455.000 kr.,Afdelingen for Energi og Indeklima Dagslyslaboratorium,Department of Energy and Indoor Climate Daylight Laboratory, Villum Fonden Villum Fonden
1997, Københavns Universitet,3 mio. kr.,Kunstnerisk udsmykning af Gelsted Kirkes alterparti,Artistic decoration of Gelsted Church's altar section, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1997, Filadelfia,11 mio. kr.,Færdiggørelse af centeret og etablering af et nyt auditorium,Completion of the centre and establishment of a new auditorium, Villum Fonden Villum Fonden
1997, Orlogsmuseets venner,495.000 kr.,Ombygning af Kurhus til brug for Genoptrænings- center for Hjerneskadede,Conversion of Kurhus for use as a rehabilitation centre for the brain injured, Villum Fonden Villum Fonden
1996, Veterinær og Landbohøjskolen,"3,3 mio. kr.",Nyindretning af museumsmagasiner,Redecoration of museum magazines, Villum Fonden Villum Fonden
1996, Veterinær og Landbohøjskolen,106.250 kr.,Udbygning af kollegiets tagetage,Extension of the dormitory's attic, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1996, WWF Verdensnaturfonden,339.000 kr.,Udarbejdelse af delprojekt og økonomisk overslag vedr. udbygning af kollegiets tagetage,Preparation of sub-project and financial estimate regarding the expansion of the dormitory's attic floor, Villum Fonden Villum Fonden
1996, Fonden for tagboliger i Rusland,8 mio. kr.,47 VELUX Ovenlysvinduer,47 VELUX roof windows, Villum Fonden Villum Fonden
1996, Brædstrup Idrætsforening,"1,5 mio. kr.",To tagpåbygningsprojekter i Rusland mhp. genhusning af russiske soldater Projekt Lytkarino og projekt Kirov,Two roof extension projects in Russia for the purpose of resettlement of Russian soldiers Project Lytkarino and Project Kirov, Villum Fonden Villum Fonden
1996, Frelsens Hær,"1,1 mio. kr.",Byggeri af et nyt klubhus,Construction of a new clubhouse, Villum Fonden Villum Fonden
1996, Danmarks Tekniske Universitet,"1,2 mio. kr.","Om- og tilbygning af Værestedet Niels Nielsensgade 6-8, Nakskov","Renovation and extension of the drop-in centre Niels Nielsensgade 6-8, Nakskov", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1996, Learnmark Horsens,"1,8 mio. kr.",Villum Kann Rasmussens Årslegat,Villum Kann Rasmussen's Annual Scholarship, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1996, Frelsens Hær,"2,3 mio. kr.","Udvendig restaurering af ejendommen Havneallé 1, Horsens","Exterior restoration of the property Havneallé 1, Horsens", Villum Fonden Villum Fonden
1996, Kunstcentret Silkeborg Bad,10 mio. kr.,"Om- og tilbygning af Værestedet Niels Nielsensgade 6-8, Nakskov","Renovation and extension of the drop-in centre Niels Nielsensgade 6-8, Nakskov", Villum Fonden Villum Fonden
1995, Sankt Petri Kirche,13 mio. kr.,Deletablering af centrets udstillingsdel i Kurbygningen,Partial establishment of the centre's exhibition section in the Spa Building, Villum Fonden Villum Fonden
1995, Dansk Design Center,5 mio. kr.,Restaurering af gravkapellerne,Restoration of the burial chapels, Villum Fonden Villum Fonden
1995, Danmarks Tekniske Universitet,"5,1 mio. kr.",Opførelse af en bygning på H.C.Andersens Boulevard i København,Construction of a building on H.C.Andersens Boulevard in Copenhagen, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1995, Valkendorfs Kollegium,1 mio. kr.,Indretning af målelaboratotium til WDM-eksperimenter,Setting up a measurement laboratory for WDM experiments, Villum Fonden Villum Fonden
1995, Valkendorfs Kollegium,974.653 kr.,Restaurering og reetablering af de historiske havemure (tillægsbevilling),Restoration and re-establishment of the historic garden walls (additional grant), Villum Fonden Villum Fonden
1995, Dansk Erhverv,835.000 kr.,Restaurering og reetablering af de historiske havemure (tillægsbevilling),Restoration and re-establishment of the historic garden walls (additional grant), Villum Fonden Villum Fonden
1995, Danmarks Tekniske Universitet,"1,2 mio. kr.",Brandsikring af Børsbygningen,Fire protection of the Stock Exchange Building, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1995, Individuals,241.516 kr.,Villum Kann Rasmussens Årslegat,Villum Kann Rasmussen's Annual Scholarship, Villum Fonden Villum Fonden
1995, Hoptrup Højskole,"1,5 mio. kr.",Bogen Kongen af Thule - en bog om Knud Rasmussen,The book The King of Thule - a book about Knud Rasmussen, Villum Fonden Villum Fonden
1995, Ida Løfbergs Fond,"1,2 mio. kr.",Renovering af højskolen,Renovation of the folk high school, Villum Fonden Villum Fonden
1995, Jacob Gades Legat,389.992 kr.,Specielt designet balkon til den nye kælderscene på De Ny Teater,Specially designed balcony for the new basement stage at De Ny Teater, Villum Fonden Villum Fonden
1995, Medarbejderfond for VKR Gruppen,10 mio. kr.,Dokumentarfilm om Jacob Gades liv,Documentary film about Jacob Gade's life, Villum Fonden Villum Fonden
1995, Stiftung Frauenkirche in Dresden,"7,8 mio. kr.",KR-Prisen,KR Prize, Villum Fonden Villum Fonden
1995, Aalborg Universitet,"1,2 mio. kr.",Genopbygning af Frauenkirche i Dresden,Reconstruction of the Frauenkirche in Dresden, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1995, Arktisk institut,350.000 kr.,Villum Kann Rasmussens Årslegat,Villum Kann Rasmussen's Annual Scholarship, Villum Fonden Villum Fonden
1994, Aalborg Universitet,"1,2 mio. kr.",Bogudgivelse: Danmarks-ekspeditionen 1906-1908 - Historisk fremstilling,Book Publication: The Danish Expedition 1906-1908 - Historical Presentation, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1994, Aarhus Universitet,500.000 kr.,Villum Kann Rasmussens Årslegat,Villum Kann Rasmussen's Annual Scholarship, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1994, Marine-arkæologisk Gruppe,80.000 kr.,"Forskning i blodpropper i hjerte, hjerne, øjne og transplanterede organer","Research on blood clots in the heart, brain, eyes and transplanted organs", Villum Fonden Villum Fonden
1994, Medarbejderfond for VKR Gruppen,10 mio. kr.,Projekt Lillebælt,Project Lillebælt, Villum Fonden Villum Fonden
1994, Den Selvejende Institution Vallekilde Højskole,18 mio. kr.,Donation til ulykkelige hændelser og uddannelse,Donation for unfortunate incidents and education, Villum Fonden Villum Fonden
1994, Ordrupgaard Museum,4 mio. kr.,Restaurering af bygningerne,Restoration of the buildings, Villum Fonden Villum Fonden
1993, Danmarks Tekniske Universitet,"1,6 mio. kr.",Opførelse af udendørs udstilling,Construction of outdoor exhibition, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1993, Individuals,20.000 kr.,Ultrahurtig 10 G/bits fejltæller,Ultra-fast 10 G/bit error counter, Villum Fonden Villum Fonden
1993," Transport-, Bygnings- og Boligministeriet",300.000 kr.,Bogudgivelse: Selected scientific works of H. C. Ørsted af Yoyo Tesdorpf Jones,Bogudgivelse: Selected scientific works of H. C. Ørsted af Yoyo Tesdorpf Jones, Villum Fonden Villum Fonden
1993, Den Antikvariske Samling,15 mio. kr.,Særudstillingen: Det sunde Hus,The special exhibition: The Healthy House, Villum Fonden Villum Fonden
1993, Danmarks Tekniske Universitet,"1,2 mio. kr.","Etablering af museum for vikingetid og middelalder, Ribes Vikinger","Establishment of a museum for the Viking Age and the Middle Ages, Ribe's Vikings", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1993, Individuals,620.000 kr.,Villum Kann Rasmussens Årslegat,Villum Kann Rasmussen's Annual Scholarship, Villum Fonden Villum Fonden
1993, Nationalmuseet,965.000 kr.,Bogudgivelse: Selected scientific works of H. C. Ørsted,Bogudgivelse: Selected scientific works of H. C. Ørsted, Villum Fonden Villum Fonden
1993, Museum Skanderborg,220.000 kr.,Udstilling om dansk arkæologi i 25 år,Exhibition on Danish archaeology for 25 years, Villum Fonden Villum Fonden
1993, DI Dansk Industri,3 mio. kr.,Renovering / forbedring af udstilinngs- og administrationsbygning,Renovation / improvement of exhibition and administration building, Villum Fonden Villum Fonden
1993, Danmarks Tekniske Universitet,"1,2 mio. kr.",Istandsættelse af Riddersalen,Renovation of the Great Hall, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1992, Individuals,300.000 kr.,Villum Kann Rasmussens Årslegat,Villum Kann Rasmussen's Annual Scholarship, Villum Fonden Villum Fonden
1992, Det Ny Teater,3 mio. kr.,To sæt guldmundtøjer,Two sets of gold mouthpieces, Villum Fonden Villum Fonden
1992, Louisiana Museum,8 mio. kr.,Ombygning og udvidelse af Det Ny Teater,Rebuilding and expansion of Det Ny Teater, Villum Fonden Villum Fonden
1992, Medarbejderfond for VKR Gruppen,5 mio. kr.,Bygning af Børnehuset,Building the Children's House, Villum Fonden Villum Fonden
1992, Økologisk Landsforening,15 mio. kr.,Donation til ulykkelige hændelser og uddannelse,Donation for unfortunate incidents and education, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1992, Statens Værksteder for Kunst,478.000 kr.,Opførelse af Forskningscentret for Skov & Landskab i Hørsholm,Construction of the Research Centre for Forest and Landscape in Hørsholm, Villum Fonden Villum Fonden
1992, PKB - Polyteknisk Kollegiebyggeselskab,2 mio. kr.,Et glashus for en keramikovn,A glass house for a ceramic kiln, Villum Fonden Villum Fonden
1991, Danmarks Tekniske Universitet,"1,5 mio. kr.","Interiøranskaffelser, haveanlæg til det nye Villum Kann Rasmussen Kollegiet","Interior purchases, landscaping for the new Villum Kann Rasmussen Dormitory", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
1991,,100.000 kr.,Ultrahurtig 10 G/bits ordgenerator,Ultrahurtig 10 G/bits ordgenerator, Villum Fonden Villum Fonden
