,Year,Reciever,Grant size (DKK),Description,Location,Receiver Proffession
5922,2009,Ewa Ehrenborg,DKK 150.000,Energy Metabolism in the Heart - Functional Genetic Studies in Relation to Diabetic Cardiomyopathy and Cardiovascular Disease,"Department of Medicine, Karolinska Institutet",
5923,2009,Felicie Faucon Andersen,DKK 250.000,Undersøgelser af de molekylære mekanismer bag genregulatoriske elementers signalering over lange afstande i det humane genom,"Molekylærbiologisk Institut, Aarhus Universitet","Adjunkt, Ph.d."
5924,2009,Filip Krag Knop,DKK 300.000,Sekretionen af inkretinhormoner hos kolecystektomerede patienter,"Diabetologisk Forskningsenhed, Medicinsk afdeling F, Københavns Universitet","Læge, ph.d."
5925,2009,Finn Skou Pedersen,DKK 350.000,Retroviral levering af syntetiske genkassetter,"Molekylærbiologisk Institut, Aarhus Universitet",Professor
5926,2009,Frederik Vilhardt,DKK 200.000,Cellulær Instruktion af Mikroglia ved Hjernesygdom,"Institut for Cellulær og Molekylær Medicin, Københavns Universitet","Lektor, PhD"
5927,2009,Fredrik Bäckhed,DKK 650.000,Microbial regulation of gut hormones and glucose metabolism,"Molecular and Clinical Medicine/Wallenberg Laboratory, University of Gothenburg",Associate Professor
5928,2009,Gerrit van Hall,DKK 500.000,Human in vivo skeletal muscle synthesis rates of individual proteins in response to insulin,"Biomedical Sciences, Københavns Universitet",Dr.
5929,2009,Gitte Moos Knudsen,DKK 300.000,Ændringer i hjernens serotonerge system efter større vægttab: Et longitudinelt studie.,"Cimbi, afsnit 9201, Rigshospitalet","Professor, dr.med."
5930,2009,Gitte Reventlov Husted,DKK 110.000,Livsdygtighed for unge med type 1 diabetes. Et interventionsstudie der evaluerer metoden Guidet Egen Beslutning - udviklet til unge og deres forældre.,"Forskningsenheden & Børneafdelingen, Hillerød Hospital, Det Sundhedsvidenskabelige Fakultet, København Universitet",Ph.d. studerende
5931,2009,Gregers Rom Andersen,DKK 11.000.000,Strukturelle studier af komplement C5 og C5a receptorer med henblik på inhibitor udvikling,"CSB, Århus Universitet",Lektor
5932,2009,Hans Henrik Lohfert Jørgensen,DKK 35.000,Multimiddelalder ? Intermedialitet og multisensoriske regimer i det før-moderne.,"Kunsthistorie, Aarhus Universitet","Lektor, ph.d."
5933,2009,Harri Niinikoski,DKK 90.000,Safety and effect of growth hormone therapy in patients with lysinuric protein intolerance.,"Pediatrics, University of Turku","Pediatric endocrinologist, clinical teacher"
5934,2009,Heikki Koistinen,DKK 150.000,Fatty acid metabolism and inflammation in the pathogenesis of insulin resistance in human skeletal muscle,"Department of Medicine, Division of Cardiology, Helsinki University Central Hospital; Minerva Foundation Institute for Medical Research",Docent
5935,2009,Helene Illeris,DKK 70.000,Konceptualisering af grundforskningsprojekt i kunstformidlingsdidaktik med henblik på disputats.,"Forskningsenheden Visuel Kultur som Pædagogisk Fagområde, DPU, Århus Universitet",Lektor ph.d.
5936,2009,Helgi Schiöth,DKK 250.000,The functional role of G protein-coupled receptors and other membrane bound proteins in regulation of energy balance,"Functional pharmacology, Uppsala University",Professor
5937,2009,Helle S. Waagepetersen,DKK 400.000,"Inhibitorisk neurotransmission kræver energi, men hvorfra og hvordan reguleres det?","Cellulær Neurofarmakologi, Københavns Universitet",Professor MSO
5938,2009,Helle Svenningsen,DKK 250.000,"Sammenhænge mellem sedation, delirium og posttraumatisk-stresssyndrom som følge af indlæggelse på intensivafdeling.","Anæstesiologisk-intensiv, bygn. 21, 1, Århus Universitetshospital, Århus Sygehus",Klinisk sygeplejespecialist
5939,2009,Hilde Irene Nebb,DKK 300.000,Lipid homeostasis-gene regulation related to nuclear receptors,"Avdeling for ernæringsvitenskap, Universitetet i Oslo",Professor
5940,2009,Hindrik Mulder,DKK 300.000,GAS6 and its receptors (Axl/Tyro3/Mer) in pancreatic islets,"Clinical Sciences in Malmö, Lund University",Professor
5941,2009,Ingo Leibiger,DKK 300.000,Non-invasive in vivo imaging of functional pancreatic beta-cell mass regulation,"Molecular Medicine and Surgery, Karolinska Institute",Associate Professor
5942,2009,Ingrid Dahlman,DKK 500.000,Genetics of human obesity and adipose tissue cellularity,"Endocrinology and Diabetes, Karolinska Institutet and Karolinska University Hospital","MD, Associate professor"
5943,2009,Irina Kratchmarova,DKK 150.000,Global analysis of fat and muscle secretome using quantitative proteomics and targeted siRNA silencing approach,"Department of Biochemistry and Molecular Biology, University of Southern Denmark",Associate Professor
5944,2009,Isabella Artner,DKK 150.000,Maf transcription factors control beta cell identity,"Developmental Biology, Lunds Universitet",Assistant Professor
5945,2009,Jacob Wamberg,DKK 75.000,Udgivelse på engelsk af antologien. Totalitarian Art and Modernity. (red. Mikkel Bolt Rasmussen og Jacob Wamberg).,"Kunsthistorie, Aarhus Universitet","Professor, dr.phil."
5946,2009,Jakob Balslev Sørensen,DKK 450.000,En optisk/elektrofysiologisk opstilling til undersøgelse af synaptisk transmission,"Neurosecretion Group, Københavns Universitet",Professor
5947,2009,Jakob Lerche Hansen,DKK 250.000,Allosterisk Modulering af Bradykinin Type 2 Receptoren,"Institut for Neurovidenskab og Farmakologi, Københavns Universitet","Seniorforsker, Ph.D."
5948,2009,Jan Frystyk,DKK 300.000,Insulin treatment of non-diabetic hemodialysis patients - a novel indication for insulin treatment?,"Medical Department M and Medical Research Laboratories, Aarhus University Hospital","Consultant in Endocrinology, Associate Professor"
5949,2009,Jan Mollenhauer,DKK 300.000,Stealth Genes as Important Disease Risk Modulators,"Medical Biotechnology Center, Syddansk Universitet",Prof. Dr.
5950,2009,Jens Bukh,DKK 1.000.000,Development of genotype specific hepatitis C virus cell culture systems and their application in virological and clinical research as well as in vaccine development,"Department of Infectious Diseases and Clinical Research Centre, Hvidovre Hospital","Professor, Research Director"
5951,2009,Jens D Mikkelsen,DKK 350.000,Acetylcholin Alpha7 Nikotine Receptorers (a7nAChR) Rolle for Kognitive Forstyrrelser i Skizofreni,"Neurobiologisk Forskningsenhed, Rigshospitalet",Dr.med.
5952,2009,Jens Høiriis Nielsen,DKK 300.000,Mechanisms of expansion of the beta cell mass in pregnancy,"Diabetes Research Group, University of Copenhagen","Professor, dr. scient."
5953,2009,Jens Mikkelsen,DKK 300.000,Kisspeptins and onset of Puberty: Studies in Animal Models and in Humans,"Neurobiologisk Forskningsenhed, Rigshospitalet","Afdelingslæge, dr.med."
5954,2009,Jens Otto Lunde Jørgensen,DKK 400.000,Væksthormon skifter funktion fra protein anabolisme til fedt katabolisme via reversibel acetylering af transkriptionsfaktoren STAT5 - Fysiologisk grundforskning i humane in vivo modeller,"Medicinsk Afdeling M, Århus Sygehus",Professor
5955,2009,Jesper Rasmussen,DKK 100.000,"Udstilling, publikum og viden ? Statens Museum for Kunst 1827-2009","Kunsthistorie/Forskerskolen i Kultur, Litteratur og Kunstfag, Københavns Universitet",Ekstern lektor/videnskabelig assistent
5956,2009,Joacim Sprung,DKK 25.000,Warburg nu. En antologi om billeder og erindring.,"Art History and Visual Culture, Copenhagen University Amager",Ph.D. student
5957,2009,John Pernow,DKK 650.000,The importance of endothelial dysfunction for vascular complications in type 2 diabetes: mechanistic and therapuetic studies,"Cardiology unit, Department of Medicine, Karolinska Institutet",Professor
5958,2009,John Vissing,DKK 220.000,Diagnostisk og funktionel evaluering af kongenit myopati i Danmark,"Neurologisk 20, Københavns Universitet","MD, DMSci, Professor"
5959,2009,John Wahren,DKK 50.000,"Gave the prize lecture ""C-peptide and the treatment of microvascular complications of type 1 diabetes"" in Bergen",Karolinska Instituttet,Professor
5960,2009,Jørgen Erik Nielsen,DKK 300.000,Arvelige neurodegenerative sygdomme - molekylærpatologiske mekanismer og genterapi med spinocerebellar ataksi type 2 som model.,"Hukommelsesklinikken, afsnit 6702, Rigshospitalet","Overlæge, Ph.D."
5961,2009,Jørgen F.P. Wojtaszewski,DKK 490.000,"TBC1D1 og TBC1D4, Regulering og funktion i skelemuskulatur","Molekylær Fysiologi, Københavns Universitet",Professor
5962,2009,Jørgen Jensen,DKK 300.000,Regulation of glucose uptake and insulin sensitivity in skeletal muscles by contraction and adrenaline,"Department of Physiology, National Institute of Occupational Health",Professor
5963,2009,Jørn Guldberg,DKK 100.000,Fynboerne som institution i dansk kunst gennem 100 år. En undersøgelse af den fynske gruppes placering i dansk kunsthistorie samt dens institutionalisering og reception siden åbningen af Faaborg Museet i 1910.,"Design, Syddansk Universitet","Lektor, cand. mag."
5964,2009,Juha Kere,DKK 650.000,The Neuropeptide S - NPS Receptor 1 system as a new hormonal pathway regulating innate immunity and asthma,"Department of Biosciences and Nutrition, Karolinska Institutet",Professor
5965,2009,Jurga Laurencikiene,DKK 300.000,Role of Liver X receptors (LXRs) regulating human fat cell metabolism,"Dept. of Medicine Huddinge, Karolinska Institutet",Dr.
5966,2009,Jussi Pihlajamäki,DKK 150.000,Non-coding variants in the regulation of alternative splicing in human obesity and type 2 diabetes,"Department of Medicine, University of Kuopio","MD, PhD, Docent"
5967,2009,Karin Dahlman-Wright,DKK 300.000,Genetic dissection of estrogen signaling in metabolic disease using tissue specific estrogen receptor knockout mice,"Biosciences and Nutrition, Karolinska Institutet",Associate professor (Docent)
5968,2009,Karina Lykke Grand,DKK 130.000,P.C. Skovgaards Brevarkiv - online,"Kunstfaglig, Skovgaard Museet",Museumsinspektør
5969,2009,Karl-Heinz Herzig,DKK 200.000,Orexin - a metabolic regulator,"Department of Physiology, University of Oulu",Professor
5970,2009,Karsten Kristiansen,DKK 200.000,In vitro og in vivo analyser af fedtcelle-udvikling og -funktion,"Genomics and Molecular Biomedicine, Københavns Universitet","Professor, Institutleder"
5971,2009,Kate Lykke Lambertsen,DKK 220.000,Protektiv neuroinflammation ved iskæmisk induceret neurodegeneration,"Anatomi og Neurobiologi, Syddansk Universitet",Lektor
5972,2009,Katerina Tritsaris Jondahl,DKK 250.000,IL-12 familien - stimulerende og hæmmende cytokiner i inflammatorisk angiogenese og lymfangiogenese,"afdeling 8, Københavns Universitet",Lektor
5973,2009,Kerstin Brismar,DKK 300.000,"Importance of hyperglycemia, oxidative stress and the IGF/IGFBP-1 system for the development of diabetes complications","Molecular Medicine and Surgery, Karolinska Institutet","Professor, MD, PhD"
5974,2009,Kim Brixen,DKK 300.000,Fødselsvægtens betydning for helbredet senere i livet. En undersøgelse af knoglemineralindhold og knoglemarkører hos enæggede tvillinger.,"Endokrinologisk Afdeling, Odense Universitetshospital",Overlæge
5975,2009,Kirsi Pietiläinen,DKK 150.000,Early metabolic disturbances in obesity - genomic and metabolomic analyses of fat and muscle in monozygotic twin pairs discordant for obesity,"Obesity Research Unit, Helsinki University Central Hospital",Assistant Professor
5976,2009,Kirsten Møller,DKK 350.000,Glukagon-lignende peptid (GLP)-1 og glykæmisk kontrol hos kritisk syge patienter indlagt på intensivafdeling,"Intensiv afdeling 4131, Rigshospitalet",Afdelingslæge / seniorforsker
5977,2009,Kjeld Schmiegelow,DKK 500.000,Betydningen af methotrexate polyglutamater i methotrexate/6 mercaptopurin vedligeholdelsesbehandling af børneleukæmi,"5704, BonkoLab, Rigshospitalet","Professor, Dr. Med"
5978,2009,Kjetil Tasken,DKK 350.000,Spesifisitet i cAMP-mediert signaloverføring.,"Bioteknologisenteret i Oslo, Universitetet i Oslo",Professor
5979,2009,Kurt Højlund,DKK 5.000.000,Phosphoproteomic characterization of mitochondrial dysfunction and insulin resistance in type 2 diabetes. From molecule to diabetes treatment in man,"Department of Endocrinology, University of Southern Denmark",Dr
5980,2009,Kurt Højlund,DKK 350.000,Mitokondriel dysfunktion og insulinresistens ved fedme og type 2 diabetes belyst ved fosfoproteomanalyse.,"Endokrinologisk afdeling M, Odense Universitetshospital",Dr.
5981,2009,Lars Allan Larsen,DKK 500.000,TGF-beta signalering ved hjerteudvikling og medfødt hjertemisdannelse,"Wilhelm Johannsen Center for Funktionel Genomforskning, Københavns Universitet",Lektor
5982,2009,Lars Iversen,DKK 2.500.000,STUDIER AF SIGNALTRANSDUKTION OG GENEKSPRESSION VED INFLAMMATION I HUDEN,"Dermatologisk afdeling S, Aarhus Sygehus","Forskningsoverlæge, dr. med."
5983,2009,Lars Iversen,DKK 300.000,Studier af signaltransduktion og genekspression ved inflamation i huden,"Dermatologisk afdeling S, Aarhus Universitet","Forskningsoverlæge, dr. med"
5984,2009,Laszlo Hegedüs,DKK 2.500.000,"Studier til belysning af ætiologi, manifestationer, senfølger samt terapi af benigne autoimmune og nonautoimmune skjoldbruskkirtelsygdomme.","Endokrinologisk afdeling M, Syddansk Universitet","Professor, overlæge dr. med."
5985,2009,Leif Groop,DKK 500.000,Novel genes for type 2 diabetes zoom in on the enteroinsulin axis: TCF7L2 and GIPR,"Clinical Sciences Malmoe, Lund University",Professor
5986,2009,Leif Mosekilde,DKK 500.000,Kalcium homøostase og knogleomsætning i forbindelse med graviditet og amning. Et kontrolleret follow up studie.,"Endokrinologisk medicinsk afd. C, Århus Sygehus","Professor, overlæge, dr.med"
5987,2009,Lena Eliasson,DKK 300.000,Regulation of insulin secretion: - role of microRNAs and genetic variations,"Department of Clinical Sciences in Malmö, Lund University",Associate Professor
5988,2009,Lene Christiansen,DKK 250.000,Afgørende genetiske og molekylærbiologiske faktorer for aldring og lang levetid hos mennesket,"Epidemiologi, Syddansk Universitet",Lektor
5989,2009,Liesbeth Vandenput,DKK 300.000,Genetic and Environmental Contributions to Racial/Ethnic Differences in Sex Steroid Metabolism,"Department of Internal Medicine, Division of Endocrinology, University of Gothenburg",Mrs
5990,2009,Lotte Nishanthi Kjeldsen,DKK 25.000,Det gyldne blik - Dansk guldalderportræt i nyt lys.,Fuglsang Kunstmuseum,Mag.art.
5991,2009,Lotte Philipsen,DKK 40.000,Bogprojekt: The Globalization of Contemporary Art,"Kunsthistorie, Aarhus Universitet",Mag.art.
5992,2009,Louise Wolthers,DKK 55.000,Lost and Found: Queerying the Archive,"Lost and Found er tilknyttet Kunsthallen Nikolaj., Kunsthallen Nikolaj",Ph.d.
5993,2009,Lubna Al-Khalili,DKK 150.000,An Assessment of Protein Profile at Basal and Insulin Stimulation Level in Control and Diabetic Human Skeletal Muscle Cell Cultures,"Molecular medicine and surgery, Karolinska Institutet",Research assistant
5994,2009,Ludvig Sollid,DKK 200.000,Disease eliciting T cell epitopes in type-1 diabetes.,"Immunologisk Institutt, Universitetet i Oslo",Professor
5995,2009,Mads Kullberg,DKK 72.000,plug-in -åbninger i den digitale museumssamling,"Samling, Museet for Samtidskunst",Museumsinspektør
5996,2009,Malene Woltmann,DKK 50.000,"Ikonbygningen mellem arkitekturolympiade, bilbaoeffekt og arki(skulp)tur - En diskursanalytisk undersøgelse af ikonbygningens ideologiske grundlag, med fokus på ikonbygningens betydning i København og Rem Koolhaas? byggeri på Bryghusgrunden som analyseeks","Kunsthistorie, Københavns Universitet",Mag.art.
