,Year,Reciever and Title,Grant size (DKK),Description,Project Category
966,2014,BLISS POINT,70.000 kr.,"Bikubenfonden støtter forestillingen 'Bliss Point'.
'Bliss Point' er en pågående og grænsesøgende teaterperformance om øjeblikkets tilfredsstillelse, afhængighed og manipulation. Forestillingen handler om, hvordan vi kynisk bliver manipuleret via produkter, som er omhyggeligt designet med det ene formål at gøre os afhængige og give os lyst til mere.",Aktuel kunst
967,2014,Englene Fra Gentofte,140.000 kr.,"Bikubenfonden støtter forestilingen 'Englene Fra Gentofte'.
Meridiano Teatret og scenekunstens magiker, Giacomo Ravicchio, har sammen skabt en utraditionel juleforestilling ’Englene fra Gentofte’ til det nystartede Filiorum (spillested i Gentofte for professionel scenekunst for børn og unge).",Aktuel kunst
968,2014,Future Roads - veje ud af kriminalitet,352.000 kr.,"Bikubenfonden støtter projektet Future Roads - veje ud af kriminalitet. Freestyle Phanatix ønsker at gennemføre den livsbekræftende teaterforestilling 'Future Roads', støttet af Statens Kunstråd, for indsatte i landets fængsler og arresthuse i samarbejde med Roland Møller (foredragsholder, skuespiller og tidligere indsat), Kriminalforsorgen og lokale fritidsklubber. Projektet løber over 5 måneder fra februar til juni 2014.",Unge på kanten
969,2014,CARL - en teaterkoncert om Carl Nielsen,300.000 kr.,"Bikubenfonden støtter projektet CARL - en teaterkoncert om Carl Nielsen.
CARL er en teaterkoncert, der gennem Carl Nielsens musik, fejrer, undersøger og udfolder hans liv og kærligheden omkring ham.
 ",Aktuel kunst
970,2014,En håndfuld støv,50.000 kr.,,Aktuel kunst
971,2014,Babel,150.000 kr.,"Bikubenfonden støtter projektet Babel.
Babel er en moderne kammeropera, der skabes  udfra Jorge Luis Borges´ Biblioteket i Babel. Et nykomponeret værk med interaktiv videokunst som visuelt grundlag, hvor vi leger med uendeligheden som besnærende, men også fængslende.
Med Babel sættes nye højder for, hvad opera som kunstart kan.",Aktuel kunst
972,2014,ArtSongTelevision,75.000 kr.,,Aktuel kunst
973,2014,HEARTdesign,700.000 kr.,"Bikubenfonden støtter HEARTdesign til udvikling af museets udstillingskategori fra 2014-2016. Modstand er den første af udstillingerne, der undersøger dialogen mellem ikoniske modkulturer og samtidens kritiske modeskabere. Udstillingen kurateres i samarbejde med Phd Ane Lynge Jorlén. Udstillingen afholdes i foråret 2014.",Aktuel kunst
974,2014,Men lever man,80.000 kr.,"Bikubenfonden støtter projektet Men lever man.
Inspireret af Shakespeares ”Stormen” er seks mennesker strandet et ukendt sted efter en voldsom storm. De er fanget midt i livet og i en febrilsk søgen efter ”lykken”. Det ligger dybt i os at søge lykken. Men hvis vi oplever lykken som livets mening, og lykken udebliver, føles livet hurtigt meningsløst",Aktuel kunst
975,2014,Jernring,80.000 kr.,"Bikubenfonden støtter projektet Jernring.
Jernring” er et billeddigt af belejringen og hungersnøden i Leningrad under Anden Verdenskrig, den begivenhed som Shostakovitchs, Leningrad Symfoni, handler om. En poetisk og visuel rejse igennem et tonalt flammehav, igennem fortissimo og bombardement, adagio og lidelse.",Aktuel kunst
976,2014,Heldagsudflugter for traumatiserede familier,38.720 kr.,,Unge på kanten
977,2014,Forprojekt for Comeback Industries,1.337.870 kr.,"Bikubenfonden støtter Comeback Industries.
Comeback Industries skal skabe arbejdspladser til og med unge der har været på kanten af samfundet. De unge har været gennem et grundigt socialiseringsprogram og er klar til at vælge en anden vej i deres liv. En vej der er i overensstemmelse med normerne i samfundet.",Unge på kanten
978,2014,Musikken i Abstraxgade,100.000 kr.,,Aktuel kunst
979,2014,Musikstarter vol. 2,3.054.533 kr.,"Bikubenfonden støtter projektet Musikstarter vol. 2.
Musikstarter er et enestående samarbejde mellem det udøvende musikliv, og det etablerede ungdomsfritidsliv i form af bandet Nephew, Ungdomsringen, Roskilde Festival og Bikubenfonden. Formålet er, at flere unge oplever hvad fællesskabet kan bidrage med gennem musikken, på tværs af kultur, etnicitet og social klasse. Bikubenfondens støtte sikrer, at også udsatte børn og unge har mulighed for at deltage.",Unge på kanten
980,2014,Effektmåling / forretningsudvikling - KTGL og NTGL,1.300.000 kr.,,Unge på kanten
981,2014,Bikubenfondens billetkoncept,3.000.000 kr.,"Bevillingen går til Bikubenfondens billetkoncept under programmet Kultur til et godt liv.
 ",Unge på kanten
982,2014,Bikubenfondens program for hjemløse i Danmark,300.000 kr.,"Bevillingen går til Bikubenfondens program for hjemløse i Danmark.
 ",Unge på kanten
983,2014,Morgencafé for Hjemløse,500.000 kr.,Bikubenfonden støtter Morgencaféen for Hjemløse.,Unge på kanten
984,2014,Kbh+ fase 1,277.000 kr.,"Bikubenfonden støtter projektet Kbh+ fase 1.
AskovFonden vil udvikle en platform for en tværsektorielt indsats for unge, der er uden for uddannelse og arbejdsmarked. AskovFonden vil etablere forpligtende partnerskaber med erhvervs- og kulturlivet med henblik på at udvikle nye bæredygtige modeller for inklusion af unge.",Unge på kanten
985,2014,Udvikling af website - BørneTelefonens brevkasse,1.025.000 kr.,"Bikubenfonden støtter Børns Vilkår - herunder udvikling af nyt website til bedre rådgivning af børn og unge på BørneTelefonens brevkasse. Børns Vilkår ønsker at yde bedre rådgivning til flere børn og unge på BørneTelefonens web brevkasse via 1: en relancering af sitet børnetelefonen.dk. med optimerede navigations- og søgningsfunktioner og 2: at øge ressourcerne på brevkassen, så det vil være muligt at besvare flere breve fremadrettet.
 
 ",Unge på kanten
986,2014,Lektiecafeer for socialt udsatte børn og unge,213.489 kr.,"Bikubenfonden støtter projektet Lektiecafeer for socialt udsatte børn og unge.
Understøttelse af drift af 25 lektiecafeer hos Red Barnet Ungdom i perioden 1/7-31/12 2014 i overgangsfasen hen mod et evt. udvidet samarbejde med fonden omkring metodeudvikling af lektiecaféer på baggrund af folkeskolereformen.",Unge på kanten
987,2014,Sociokulturel forretningsudvikling,20.000 kr.,Bikubenfonden støtter projektet Sociokulturel forretningsudvikling.,Unge på kanten
988,2014,Socialisering af elever,10.000 kr.,"Bikubenfonden støtter projektet 'Forsøg på socialisering af elever, der forlader Himmelbjerggården.'
Himmelbjerggårdens Seniorklub består af tidligere elever og personale fra børnehjemmet Himmelbjerggården. Himmelbjerggården er et børnehjem for hårdt socialt belastede børn. Ofte står de alene, når de i bliver myndige uden noget positivt socialt netværk.
Himmelbjerggårdens Seniorklub har til formål at arrangere socialt samvær for nuværende og tidligere elever fra Himmelbjerggården. Endvidere at tilvejebringe økonomiske midler til understøttelse af særlige begivenheder for nuværende elever. Desuden vil klubben støtte nuværende og tidligere elever socialt.",Unge på kanten
989,2014,Folkemødet 2014,90.000 kr.,"Bikubenfonden støtter Folkemødet 2014. Formålet med Bikubenfondens deltagelse er at møde og indgå dialog med vores nuværende og potentielle interessenter, partnere og bevillingsmodtagere i et direkte og uformelt formål.",Unge på kanten
990,2014,Ombold AsylCup,26.500 kr.,"Bikubenfonden støtter projektet Ombold AsylCup.
Ombold vil i samarbejde med Røde Kors afholde en gadefodboldturnering i forbindelse med AsylCup 2014. I tre dage vil ca. 200 asylansøgere fra hele landet, sammen med enkelte hold bestående udsatte borgere, mødes til socialt samvær og idræt i Lejre midtby.",Unge på kanten
991,2014,Folkekirkens feriehjælp,11.928 kr.,,Unge på kanten
992,2014,Sommerfest og juletræsfest for indsatte,25.000 kr.,,Unge på kanten
993,2014,Kultur til et godt liv - C:NTACT partnerskab,4.000.000 kr.,"Bikubenfonden har med Kultur til et godt liv iværksat et program, hvor fonden anvender sine mangeårige erfaringer inden for kulturlivet i en social indsats for udsatte børn og unge. Udgangspunktet er, at aktiv deltagelse i kulturelle aktiviteter som fx teater, musik og billedkunst kan hjælpe udsatte børn og unge til succesoplevelser og empowerment. Indsatsen skal desuden bidrage med ny viden om, hvordan kulturen kan spille en væsentlig rolle, når de unge skal vælge livsbane.
 ",Unge på kanten
994,2014,NTGL - kapacitetsudvidelse,118.800 kr.,,Unge på kanten
995,2014,Natur til et godt liv - anskaffelser,220.000 kr.,,Unge på kanten
996,2014,NTGL - transportudgifter campophold,180.000 kr.,,Unge på kanten
997,2014,Natur til et godt liv - effektmåling,496.875 kr.,,Unge på kanten
998,2014,NTGL - train-the-trainer-uddannelse,966.863 kr.,,Unge på kanten
999,2014,Efterværn - 10 stærke historier,51.625 kr.,"Bikubenfonden støtter projektet Efterværn - 10 stærke historier.
Der ansøges om støtte til udgivelsen af et hæfte med 10 gode historier om, hvad det var, der sikrede 10 anbragte unge en god overgang til voksenlivet. Hæftet skal styrke fokus på værdien af efterværn til anbragte unge.",Unge på kanten
1000,2014,Sommeroplevelser for udsatte familier,10.000 kr.,,Unge på kanten
1001,2014,Rådgivningsindsats for danske veteraner,200.000 kr.,Bikubenfonden støtter projektet Soldaterlegatets fremadrettede rådgivningsindsats for danske veteraner med støttebehov. Soldaterlegatet ønsker at videreudvikle sin indsats til gavn for tilskadekomne veteraner. I de kommende tre år skal der udvikles og implementeres en rådgivnings- og formidlingsindsats for veteranerne.,Unge på kanten
1002,2014,Kulturmødet 2014 - oplevelse og samtale,250.000 kr.,"Bikubenfonden støtter projektet Kulturmødet 2014 - oplevelse og samtale.
Kulturmødet er et folkeligt og demokratisk projekt, der skal give et bud på, hvordan kunst og kultur kommer mere i fokus og bidrager til bedre livskvalitet og sammenhængskraft i en tid præget af stærkt øgede krav til mennesket. Alle indbydes til at deltage i arrangementet med debat og oplevelse",Aktuel kunst
1003,2014,På dybt vand,75.000 kr.,"Bikubenfonden støtter projektet På Dybt Vand. Forestillingen På Dybt Vand er en musikalsk teateroplevelse for børn fra 3-7 år, baseret på Erik Trigger Olesens anmelderroste fiskerim, som vises på Teater Lille Hest. Forestillingen har premiere den 4. oktober 2014.",Aktuel kunst
1004,2014,Et mobilt dukkehjem - en Københavnerturné,100.000 kr.,"Bikubenfonden støtter projektet Et mobilt dukkehjem - en Københavnerturné, men er en nyskabende stedsspecifik iscenesættelse over Ibsens Et dukkehjem. Sydhavn Teaters mobile version består af ingredienserne: 1 campingvogn, 4 skuespillere, 8 publikummer, 1 internationalt instruktionsteam. Målet er nyskabende, ambitiøs, involverende og stærk scenekunst med samtidsrelevans på 12m2.",Aktuel kunst
1005,2014,DRAMAFRONTEN april 2014 - april 2017,1.505.000 kr.,"Bikubenfonden støtter projektet DRAMAFRONTEN 2014-2017. DRAMAFRONTEN vil fortsætte deres dybe engagement i udviklingen af dramatiske værker og den måde, hvorpå disse værker bliver præsenteret. Dramafronten er et netværk bestående af professionelle teaterfolk med særligt fokus på dramatikere og dramatik.",Aktuel kunst
1006,2014,Spis Brød til,75.000 kr.,"Bikubenfonden støtter projektet Spis Brød til, som er en danseforestilling med seks performere på BaggårdTeatrets tre scener. Spis Brød til er anden forestilling i sART Danseteaters trilogi om Det Moderne menneske og MAD, hvilket er en hyldest til vildskaben i natur og mennesket. Forestillingen har premiere den 9. september 2014.
 ",Aktuel kunst
1007,2014,Copenhagen Art Week,100.000 kr.,Bikubenfonden støtter projektet Copenhagen Art Week. Gennem en artikelserie og en række kunstsaloner vil Kunsten.nu sætte fokus på processerne bag kunsten og på kunstens livtag med samfundet. Salonerne vil blive holdt som optakt til Art Weekend Aarhus og Copenhagen Art Week samt indgå i programmet for disse under den fælles titel: The Making.,Aktuel kunst
1008,2014,Mosters Monster,50.000 kr.,"Bikubenfonden støtter projektet Mosters Monster.
En morsom maskeforestilling for børn 5-9 år om angst, af landets eneste professionelle masketeater - et unikt bidrag til dansk teater. Der gives støtte til to udviklende samarbejder:1)Forfatter Mads Storgaard Jensen, 2) Komponist Loz Kaye (UK) - begge vil kunne forny og styrke teatrets udtryk.",Aktuel kunst
1009,2014,Fest!,100.000 kr.,"Bikubenfonden støtter projektet Fest!. En danseforestilling for børn om livets mærkværdige fest med 4 dansere, en musiker og en tuba. FEST!!! vil gennem dansen tilbyde børnene en suggestiv oplevelse, der taler forbi rationalet og direkte til sanserne. Tonen er magisk realisme, og sværmer for det arketypiske i billeder og figurer.",Aktuel kunst
1010,2014,Kunstnerisk program 2014-2017 for DIAS,1.000.000 kr.,,Aktuel kunst
1011,2014,Kunststafetten,756.400 kr.,"Bikubenfonden støtter projektet Kunststafetten.
""Kunststafetten"" er et udstillingsprojekt, der er baseret på ideen om en stafet, hvor kunstnere selv inviterer hinanden. Stafetten gives desuden videre i en lyrikstafet, en ""One night only"", en kronikstafet og under folkemødet på Bornholm i et samlet projekt under overskrifterne dialog og udveksling",Aktuel kunst
1012,2014,Roskilde i historien. En national fortælling,1.000.000 kr.,"Bikubenfonden støtter projektet Roskilde i historien - En national fortælling.
Roskilde er en ikonografisk by i dansk historie, central i skabelsen af det danske rige og landets nyorientering mod en kristen europæisk kultur. Den fortælling har ikke tidligere været formidlet.
Museet vil nytænke det traditionelle udstillingskoncept og udvikle en ny model for brugerinddragelse.",Aktuel kunst
1013,2014,"HANS PETER KUHN ""HAUSMUSIK""",100.000 kr.,"Bikubenfonden støtter projektet HANS PETER KUHN ""HAUSMUSIK"".
Hans Peter Kuhns audio-visuelle udstilling ""Hausmusik"" er en serie installationer i det kommende Henning Christiansen Arkiv på Kunsthal 44 Møen. Bygningen er et gammelt landhus med en række små rum. Udstillingen fører den besøgende gennem alle disse værelser.",Aktuel kunst
1014,2014,PARADIS,100.000 kr.,"Bikubenfonden støtter forestillingen PARADIS, som skal turné rundt i landet. Målgruppen er 6 til 12 år, samt voksne. Forestillingen dramatiseres af Claus Mandøe efter en historie af Kim Fupz Aakeson. Instruktør Bjarne Sandborg. Scenograf og dukkemager Mariann Aagaard.",Aktuel kunst
1015,2014,Udstillingsprisen VISION,3.450.000 kr.,"Bikubenfonden støtter projektet Udstillingsprisen VISION.
Udstillingsprisen VISION bliver Bikubenfondens nye fyrtårn på det kulturelle område. Udstillingsprisen bliver en konkurrence for museer og udstillingssteder om at få realiseret et drømmeprojekt, der skal give den danske offentlighed større kulturel og kunstnerisk indsigt. Udstillingsprisen skal træde i stedet for Bikubenfondens Museumspriser.",Aktuel kunst
