,Year,Reciever,Grant size (DKK),Description,Receiver Name,Receiver Proffession,Project Category
2703,2010,University of Southern Denmark,2.000.000 DKK,LTQ Orbitrap Velos for quantitative proteomics and phosphoproteomics of primary cell material,Martin Røssel Larsen,PROFESSOR,
2704,2010,Statens Serum Institut,501.720 DKK,Is postpartum depression related to vitamin D levels during pregnancy?,Nina Odgaard Nielsen,RESEARCHER,
2705,2010,Aarhus University,300.000 DKK,Neuroprotective strategies against alpha-synuclein induced degeneration by modulation of TNFalpha...,Marina Romero-Ramos,ASSOCIATE PROFESSOR,
2706,2010,Aarhus University Hospital,450.000 DKK,Urogenital Rekonstruktiv Kirurgi - Tissue Engineering - Urodynamiske og Biomekaniske Aspekter,Lars Henning Olsen,,
2707,2010,Aarhus University,900.880 DKK,Dynamic molecular interactions of membrane transporters: Systems biology of AQP2 phosphorylation,Hanne Bjerregaard Møller,ASSISTANT PROFESSOR,
2708,2010,Aarhus University,382.460 DKK,Avanceret apparatur til proteinoprensning,Steen Vang Petersen,ASSOCIATE PROFESSOR,
2709,2010,Aarhus University,4.000.000 DKK,SEQUENCING SCHIZOPHRENIA,Anders D. Børglum,PROFESSOR,
2710,2010,University of Copenhagen,1.580.000 DKK,From solid form screening to optimal medicinal products,Jukka Tapio Rantanen,PROFESSOR,
2711,2010,University of Southern Denmark,600.000 DKK,Chemokines in regulation of autoimmune T cell development and response,Trevor Owens,PROFESSOR,
2712,2010,Amager & Hvidovre Hospital,1.000.000 DKK,Kortlægning af hjernens struktur og funktion i tilslutning til elektrokonvulsiv behandling af pat...,Olaf B. Paulson,PROFESSOR,
2713,2010,Amager & Hvidovre Hospital,1.000.000 DKK,"Cooling and Surving Septic shock (CASS) Study - Et randomiseret, enkeltblindet, multicenterstudi...",Jens-Ulrik Stæhr Jensen,,
2714,2010,Rigshospitalet,1.000.000 DKK,Udforskning af ficoliners rolle ved infektion og inflammation med anvendelse af knockout mus,Tina Hummelshøj Glue,,
2715,2010,Herlev & Gentofte Hospital,459.200 DKK,The American Heart Association-Pharmaceutical Roundtable Outcomes Research Centers: Post doctoral...,Emil Loldrup Fosbøl,PHYSICIAN,
2716,2010,Aarhus University,922.896 DKK,Structural investigations of protein-protein and protein-sufactant interactions,Jan Skov Pedersen,PROFESSOR,
2717,2010,Technical University of Denmark,1.210.000 DKK,Glycosylation with unprotected carbohydrates,Robert Madsen,PROFESSOR,
2718,2010,University of Copenhagen,1.104.728 DKK,Quantum Matter Coupled to Geometry,Jan Philip Solovej,,
2719,2010,Rigshospitalet,495.000 DKK,Signalering mellem skeletmuskler og hjertet,Stefan Peter Mortensen,,
2720,2010,Aarhus University,300.000 DKK,Neuroprotective strategies against alpha-synuclein induced degeneration by modulation of TNFalpha...,Marina Romero-Ramos,ASSOCIATE PROFESSOR,
2721,2010,Amager & Hvidovre Hospital,2.000.000 DKK,Mapping the functional integration in the human basal ganglia by means of multi-modal magnetic re...,Hartwig Siebner,DIRECTOR OF CENTRE,
2722,2010,University of Copenhagen,528.613 DKK,"Role of IL-6, TNF alpha and AMPK in pyruvate dehydrogenase, glycogen synthase and glycogen phosph...",Henriette Pilegaard,PROFESSOR,
2723,2010,University of Southern Denmark,254.472 DKK,Lundbeckfond professorat,Ole Nørregaard Jensen,PROFESSOR,
2724,2010,Harvard University,1.085.000 DKK,Cerebrovascular signal transduction after subarachnoid hemorrhage - novel mechanisms for early tr...,Gro Klitgaard Povlsen,,
2725,2010,Aarhus University,1.000.000 DKK,Structure-function analysis of Slc4a derived membrane proteins,Jeppe Prætorius,PROFESSOR,
2726,2010,Technical University of Denmark,1.450.000 DKK,Identification of novel molecular therapeutic targets for the treatment of multi-resistant Pseudo...,Søren Molin,PROFESSOR,
2727,2010,Filadelfia,292.832 DKK,Genetisk basis for Idiopatisk Generaliseret Epilepsi (IGE) i befolkningen på Færøerne,Helle Hjalgrim,,
2728,2010,University of Copenhagen,386.250 DKK,The ligand induced structural transitions distinguishing partial from full agonists at nicotinic ...,Rikke Bergmann,,
2729,2010,University of Copenhagen,1.461.350 DKK,Role of kinesin-3 motor protein KIF13B in cilia assembly and function,Lotte Bang Pedersen,ASSOCIATE PROFESSOR,
2730,2010,Statens Serum Institut,500.000 DKK,FAMILIAL AND HORMONAL ASPECTS OF POSTPARTUM DEPRESSION,Mads Melbye,HEAD OF DEPARTMENT,
2731,2010,University of Southern Denmark,1.500.000 DKK,Molecular Biophotonics,Jacob Kongsted,PROFESSOR,
2732,2010,Harvard University,361.404 DKK,Personlighedsprofil og psykologisk behandling af patienter med kronisk posttraumatisk hovedpine,Rigmor Højland Jensen,PROFESSOR,
2733,2010,Rigshospitalet,1.190.000 DKK,Intracellular matrix degradation in cancer and fibrosis,Daniel Hargbøl Madsen,,
2734,2010,University of Copenhagen,1.281.250 DKK,A novel approach to subtype specific targeting of ionotropic glutamate receptors: The use of nano...,Peter Durand Skottrup,,
2735,2010,University of Copenhagen,925.000 DKK,Quantitative elucidation at the molecular level of the protein-protein interactions governing GPC...,Karen Laurence Martinez,ASSOCIATE PROFESSOR,
2736,2010,Amager & Hvidovre Hospital,1.030.000 DKK,Replikation af genomisk associationsstudie af risiko loci forbundet med akut bakteriel meningitis...,Thomas Benfield,CLINICAL PROFESSOR,
2737,2010,Herlev & Gentofte Hospital,1.000.000 DKK,Exploring the Hygiene Hypothesis in Two Prospective Birth Cohort Studies,Hans Bisgaard,PROFESSOR,
2738,2010,Amager & Hvidovre Hospital,1.000.000 DKK,Kortlægning af hjernens struktur og funktion i tilslutning til elektrokonvulsiv behandling af pat...,Olaf B. Paulson,PROFESSOR,
2739,2010,University of Southern Denmark,400.000 DKK,Microglia and astrocytes in integrated glial response,Trevor Owens,PROFESSOR,
2740,2010,Mental Health services in the Capital Region of Denmark,788.490 DKK,Psychophysiology as a tool to study schizophrenia,Bob Oranje,,
2741,2010,Harvard University,120.000 DKK,Tidsmæssige sammenhæng mellem kardiovaskulære risikofaktorer/-markører og deres betydning for udv...,Michael Hecht Olsen,,
2742,2010,University of Southern Denmark,1.500.000 DKK,Cellular biology of human behavior: The protein interactome of the NMDA receptor subunit NR3B and...,Eirikur Benedikz,ASSOCIATE PROFESSOR,
2743,2010,Mental Health services in the Capital Region of Denmark,1.300.000 DKK,"Betydningen af cholinerge, muskarine M4 receptorer, lokaliseret på dopamin D1 receptor-holdige ne...",Anders Fink-Jensen,CLINICAL PROFESSOR,
2744,2010,University of Copenhagen,125.000 DKK,”En komparativ undersøgelse af personlighedsprofiler blandt patienter indstillet til fedme-reduce...,Erik Lykke Mortensen,PROFESSOR,
2745,2010,University of Copenhagen,385.000 DKK,Aldersrelaterede ændringer i vaskulær funktion: hvad er mekanismerne og hvad betyder regelmæssig ...,Ylva Hellsten,PROFESSOR MSO,
2746,2010,University of Copenhagen,1.091.000 DKK,Deterministic protease substrates and hormonal regulation of the proteolytic invironment in skin ...,Andreas Hald,,
2747,2010,University of Copenhagen,500.000 DKK,ADAM protease endocytosis – important control mechanisms altered in cancer?,Marie Kveiborg,,
2748,2010,Aarhus University,476.804 DKK,Microfluidic-based Circulatory System Model to Study Red Blood Cell Mimics,Brigitte Stadler,ASSOCIATE PROFESSOR,
2749,2010,Amager & Hvidovre Hospital,120.000 DKK,"Metabolisk Syndrom, Intima Media Tykkelse og endoteliale biomarkører som prædiktorer for iskæmisk...",Nina Weis,CHIEF PHYSICIAN,
2750,2010,Amager & Hvidovre Hospital,120.000 DKK,"Metabolisk Syndrom, Intima Media Tykkelse og endoteliale biomarkører som prædiktorer for iskæmisk...",Nina Weis,CHIEF PHYSICIAN,
2751,2010,University of Southern Denmark,933.500 DKK,Microglial Cell Senescence in Alzheimer-Like Pathology in Mice,Bente Finsen,PROFESSOR,
2752,2010,University of Southern Denmark,2.000.000 DKK,LTQ Orbitrap Velos for quantitative proteomics and phosphoproteomics of primary cell material,Martin Røssel Larsen,PROFESSOR,
2753,2010,Statens Serum Institut,501.720 DKK,Is postpartum depression related to vitamin D levels during pregnancy?,Nina Odgaard Nielsen,RESEARCHER,
2754,2010,Aarhus University,300.000 DKK,Neuroprotective strategies against alpha-synuclein induced degeneration by modulation of TNFalpha...,Marina Romero-Ramos,ASSOCIATE PROFESSOR,
2755,2010,Aarhus University Hospital,450.000 DKK,Urogenital Rekonstruktiv Kirurgi - Tissue Engineering - Urodynamiske og Biomekaniske Aspekter,Lars Henning Olsen,,
2756,2010,Aarhus University,900.880 DKK,Dynamic molecular interactions of membrane transporters: Systems biology of AQP2 phosphorylation,Hanne Bjerregaard Møller,ASSISTANT PROFESSOR,
2757,2010,NA,135.000 DKK,Optimising visual communication of three-dimensional molecular structures,Rikke Schmidt Kjærgaard,CEO,
2758,2010,Aarhus University,4.000.000 DKK,SEQUENCING SCHIZOPHRENIA,Anders D. Børglum,PROFESSOR,
2759,2010,University of Copenhagen,1.580.000 DKK,From solid form screening to optimal medicinal products,Jukka Tapio Rantanen,PROFESSOR,
2760,2010,University of Southern Denmark,600.000 DKK,Chemokines in regulation of autoimmune T cell development and response,Trevor Owens,PROFESSOR,
2761,2010,Amager & Hvidovre Hospital,1.000.000 DKK,Kortlægning af hjernens struktur og funktion i tilslutning til elektrokonvulsiv behandling af pat...,Olaf B. Paulson,PROFESSOR,
2762,2010,Amager & Hvidovre Hospital,1.000.000 DKK,"Cooling and Surving Septic shock (CASS) Study - Et randomiseret, enkeltblindet, multicenterstudi...",Jens-Ulrik Stæhr Jensen,,
2763,2010,Rigshospitalet,1.000.000 DKK,Udforskning af ficoliners rolle ved infektion og inflammation med anvendelse af knockout mus,Tina Hummelshøj Glue,,
2764,2010,Aarhus University,382.460 DKK,Avanceret apparatur til proteinoprensning,Steen Vang Petersen,ASSOCIATE PROFESSOR,
2765,2010,Herlev & Gentofte Hospital,459.200 DKK,The American Heart Association-Pharmaceutical Roundtable Outcomes Research Centers: Post doctoral...,Emil Loldrup Fosbøl,PHYSICIAN,
2766,2010,Aarhus University,922.896 DKK,Structural investigations of protein-protein and protein-sufactant interactions,Jan Skov Pedersen,PROFESSOR,
2767,2010,Technical University of Denmark,1.210.000 DKK,Glycosylation with unprotected carbohydrates,Robert Madsen,PROFESSOR,
2768,2010,University of Copenhagen,1.104.728 DKK,Quantum Matter Coupled to Geometry,Jan Philip Solovej,,
2769,2010,Rigshospitalet,495.000 DKK,Signalering mellem skeletmuskler og hjertet,Stefan Peter Mortensen,,
2770,2010,Aarhus University,300.000 DKK,Neuroprotective strategies against alpha-synuclein induced degeneration by modulation of TNFalpha...,Marina Romero-Ramos,ASSOCIATE PROFESSOR,
2771,2010,Amager & Hvidovre Hospital,2.000.000 DKK,Mapping the functional integration in the human basal ganglia by means of multi-modal magnetic re...,Hartwig Siebner,DIRECTOR OF CENTRE,
2772,2010,University of Copenhagen,528.613 DKK,"Role of IL-6, TNF alpha and AMPK in pyruvate dehydrogenase, glycogen synthase and glycogen phosph...",Henriette Pilegaard,PROFESSOR,
2773,2010,University of Southern Denmark,254.472 DKK,Lundbeckfond professorat,Ole Nørregaard Jensen,PROFESSOR,
2774,2010,Harvard University,1.085.000 DKK,Cerebrovascular signal transduction after subarachnoid hemorrhage - novel mechanisms for early tr...,Gro Klitgaard Povlsen,,
2775,2010,Amager & Hvidovre Hospital,2.000.000 DKK,Mapping the functional integration in the human basal ganglia by means of multi-modal magnetic re...,Hartwig Siebner,DIRECTOR OF CENTRE,
2776,2010,University of Copenhagen,528.613 DKK,"Role of IL-6, TNF alpha and AMPK in pyruvate dehydrogenase, glycogen synthase and glycogen phosph...",Henriette Pilegaard,PROFESSOR,
2777,2010,University of Copenhagen,5.000.000 DKK,Genetics in cognitive comorbidity (COCO),Niels Tommerup,PROFESSOR,
2778,2010,Aarhus University Hospital,2.000.000 DKK,A Clinical Measure of Social Interaction,Chris Frith,,
2779,2010,University of Copenhagen,375.000 DKK,Immunity and cellular pathways for 9mer peptides restricted by both class I and II major histocom...,Mogens Helweg Claesson,,
2780,2010,University of Copenhagen,528.666 DKK,Chiral and polycontinuous mesostructures from multicomponent star molecules,Jacob Kirkensgaard,ASSOCIATE PROFESSOR,
2781,2010,Regionshospitalet Holstebro,563.000 DKK,Funktionen af de epitheliale natriumkanaler og natriumkloridcotransporteren i nyrerne ved kronisk...,Erling Bjerregaard Pedersen,CLINICAL PROFESSOR,
2782,2010,Aarhus University,2.000.000 DKK,Structural basis for activation of the complement system,Gregers Rom Andersen,PROFESSOR,
2783,2010,University of Copenhagen,644.000 DKK,Fragment based design and synthesis of allosteric modulators targeting nicotinic acetylcholine re...,Bente Frølund,PROFESSOR MSO,
2784,2010,Aarhus University,282.200 DKK,Vibrational Spectroscopy of Ions In Vacuo,Annette Svendsen,,
2785,2010,Herlev & Gentofte Hospital,500.000 DKK,Kvantificering af TNF-hæmmer og antistoffer mod TNF-hæmmer til optimering af biologisk behandling...,Mark Ainsworth,,
2786,2010,University of Southern Denmark,3.000.000 DKK,Characterising the regulatory circuitry of sphingolipid metabolism using a novel proteolipidomics...,Christer Stenby Ejsing,ASSOCIATE PROFESSOR,
2787,2010,Aarhus University Hospital,866.800 DKK,UNDERSØGELSE AF LIPOLYSEN I HUMANT MUSKEL- OG FEDTVÆV,Sten Lund,CHIEF PHYSICIAN,
2788,2010,University of Copenhagen,1.600.000 DKK,"Structural analyses of the binding sites in the serotonin transporter, a member of the neurotrans...",Claus Juul Løland,PROFESSOR,
2789,2010,University of Copenhagen,1.580.000 DKK,Molecular genetic dissection of chromosomal fragile sites,Michael Lisby,PROFESSOR,
2790,2010,Rigshospitalet,1.000.000 DKK,Intrinsic and external factors regulating germ cell growth and differentiation: Implications for ...,Ewa Rajpert-De Meyts,SENIOR RESEARCHER,
2791,2010,Aarhus University Hospital,800.000 DKK,Signaltransduction and gene expression in psoriasis: Identification of novel treatment targets,Lars Iversen,,
2792,2010,Aarhus University,1.500.000 DKK,HYDROGEL CARRIERS AND PHYSICAL TOOL OF ROUTING AS A NOVEL APPROACH FOR TARGETED DRUG DELIVERY,Alexander Zelikin,ASSOCIATE PROFESSOR,
2793,2010,Bispebjerg & Frederiksberg Hospital,605.000 DKK,The role of Wfs1 (Wolframin) in feeding behaviour and circadian timing,Jens Hannibal,CHIEF PHYSICIAN,
2794,2010,Aarhus University,1.000.000 DKK,Learning from Nature: The molecular basis for binding of the anti-addiction drug ibogaine to the ...,Birgit Schiøtt,PROFESSOR,
2795,2010,Aarhus University,1.123.955 DKK,"The Design, Development and Application of Carbon Monoxide Releasing Molecules",Troels Skrydstrup,PROFESSOR,
2796,2010,Memorial Sloan-Kettering Cancer Center,1.047.000 DKK,Betydningen af mikroRNA for udvikling af hjernekræft (gliomer),Joachim Silber,,
2797,2010,Danish Cancer Society,450.000 DKK,The function and regulation of cathepsin B in Alzheimer’s disease and cancer,Tuula Kallunki,AFFILIATE PROFESSOR,
2798,2010,Aarhus University,1.301.041 DKK,From single molecule studies to functional nucleic acids structures,Victoria Birkedal,ASSOCIATE PROFESSOR,
2799,2010,University of Copenhagen,1.186.635 DKK,Indkøb af IVIS Lumina II platform til non-invasiv billiedanalyse af musemodeller for kræft og and...,Anders Henrik Lund,PROFESSOR,
2800,2010,Aarhus University,1.092.000 DKK,Importance of receptor-mediated endocytosis in end-stage renal disease,Erik Ilsø Christensen,,
2801,2010,Aarhus University,550.000 DKK,Vasopressin-independent targeting of the water channel Aquaporin-2,Robert Fenton,PROFESSOR,
2802,2010,Aarhus University,1.092.000 DKK,Importance of receptor-mediated endocytosis in end-stage renal disease,Erik Ilsø Christensen,NA,
2803,2010,Technical University of Denmark,1.166.667 DKK,Single-molecule Electronics of Enzyme Electrocatalysis,Qijin Chi,,
2804,2010,Technical University of Denmark,1.000.000 DKK,STRUCTURAL DYNAMICS – TOWARDS ULTRASHORT TIMESCALES,Klaus Braagaard Møller,ASSOCIATE PROFESSOR,
2805,2010,Rigshospitalet,500.000 DKK,Hjernens striatale dopamintransporter (DAT) målt med SPECT og[123I]PE2I i forhold til body mass i...,Lars Hageman Pinborg,CLINICAL ASSOCIATE RESEARCH PROFESSOR,
2806,2010,University of Copenhagen,1.525.000 DKK,"Elucidation of the physiological ligand and function of GPR139, a G protein-coupled receptor link...",Hans Bräuner-Osborne,PROFESSOR,
2807,2010,University of Copenhagen,1.188.000 DKK,The versatility of drug actions - beta-lactam antibiotics as analgesic treatment paradigm of neur...,Ole Jannik Bjerrum,PROFESSOR,
2808,2010,"Ungdommens Naturvidenskabelig Forening, UNF",120.000 DKK,UNF Biotech Camp 2010,René Tronsgaard Rasmussen,,SEC - Science Education & Communication
2809,2010,Dansk Naturvidenskabsformidling,500.000 DKK,Dansk Naturvidenskabsfestival 2010-11,Mikkel Bohm,CEO,SEC - Science Education & Communication
2810,2010,University of Copenhagen,2.500.000 DKK,Seven Ancient Genomes that Led the Course of Human Evolution,Eske Willerslev,PROFESSOR,SEC - Science Education & Communication
2811,2010,Foreningen af Danske Biologer,50.000 DKK,Biologiolympiade,Kirsten Wøldike,ASSOCIATE PROFESSOR,SEC - Science Education & Communication
