"Country","Description","Foundation_name","Grant_size_(DKK)","Institution","Project_Category","Project_Subcategory","Receiver","Receiver_Name","Receiver_Profession","Receiver_Title","Region","Title","Unnamed: 0","Unnamed: 1","Year","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at"
"","Peptidergic signal systems. Continued studies with focus on islet CART and ghrelin.","NOVO",150000,"","","","Section for Diabetes, Metabolism &Endocrinology, Department of Experimental Medical Science","Frank Eskil Georg Sundler","Professor","","","",26798,27150,2005,762,"1","2024-10-30T13:55:03.224321Z",26799,2.211,"Research and Science","2024-10-30T13:55:03.224362Z"
"","Molecular mechanisms of insulin resistance: glucose transport and lipid metabolism in skeletal muscle","NOVO",150000,"","","","Department of Medicine, Division of Cardiology, Helsinki University Central Hospital and Biomedicum","Heikki Allan Koistinen","Dr","","","",26810,27162,2005,613,"1","2024-10-30T12:12:23.621174Z",26811,6.115,"Research and Science","2024-10-30T12:12:23.621221Z"
"","Metabolic control of insulin secretion","NOVO",100000,"","","","Experimental Medical Science, Lund University","Hindrik Mulder","Docent","","","",26822,27175,2005,1086,"1","2024-10-31T07:52:57.622553Z",26823,6.411,"Research and Science","2024-10-31T07:52:57.622595Z"
"","Identification of factors differentially regulating white and brown adipocyte differentiation","NOVO",100000,"","","","Department of Medical Biochemistry and Genetics, 6.5, University of Copenhagen","Jacob Bo Hansen","Research assistant professor","","","",26826,27179,2005,1965,"1","2024-11-04T11:23:05.004160Z",26827,23.132,"Research and Science","2024-11-04T11:23:05.004186Z"
"","Effects of Growth Hormone (GH) and testosterone (T) on muscle and fat.","NOVO",100000,"","","","Endokrindivisionen, Invärtesmedicin","Klara Sjögren","PhD","","","",26854,27207,2005,88,"1","2024-10-28T13:13:05.233105Z",26855,3.653,"Research and Science","2024-10-28T13:13:05.233148Z"
"","Molekylærbiologiske studier af mitokondriel dysfunktion i muskelvæv hos patienter med type 2 diabetes","NOVO",150000,"","","","Endokrinologisk afdeling M, Odense Universitetshospital","Kurt Højlund","Læge","","","",26857,27210,2005,1781,"1","2024-11-01T14:54:54.878598Z",26858,1.4,"Research and Science","2024-11-01T14:54:54.878641Z"
"","ROLE OF SEX HORMONE RECEPTORS IN GROWTH PLATE CARTILAGE","NOVO",100000,"","","","Barnendokrinlab, Q2:08, Karolinska Universitetssjukhuset, Solna","Lars Savendahl","Docent","","","",26860,27213,2005,1063,"1","2024-10-31T07:48:59.885504Z",26861,1.978,"Research and Science","2024-10-31T07:48:59.885544Z"
"","Identification of stomach-derived endocrine factors.","NOVO",150000,"","","","Division of Endocrinology, Department of Internal Medicine, Sahlgrenska Academy at Göteborg University","Niklas Ulf Andersson","Dr","","","",26894,27248,2005,593,"1","2024-10-30T12:08:16.664449Z",26895,3.81,"Research and Science","2024-10-30T12:08:16.668596Z"
"","""Genetic Models of Chronic Neuronal Degeneration Causing Hereditary Spastic Paraplegia: Production and Characterization of an Animal Model for Hsp60 Deficiency""","NOVO",180000,"","","","Molekylær Medicinsk Forskningsenhed, Aarhus Universitetshospital, Skejby Sygehus","Peter Bross","Ph.d.","","","",26908,27262,2005,168,"1","2024-10-28T13:48:27.301975Z",26909,19.844,"Research and Science","2024-10-28T13:48:27.302019Z"
"","MOLECULAR IMAGING OF METABOLIC PATHWAY AND ORGAN CROSS-TALK THE ROLE OF FAT METABOLISM IN HUMAN DISEASE","NOVO",100000,"","","","Turku PET Centre,, University of Turku; University Hospital of Turku","Pirjo Nuutila","Prof","","","",26913,27267,2005,595,"1","2024-10-30T12:08:33.793047Z",26914,12.818,"Research and Science","2024-10-30T12:08:33.793089Z"
"","Mechanisms of destruction and repair/regeneration of insulin-producing cells in type 1 diabetes (T1DM)","NOVO",100000,"","","","Department of Medical Cell Biology, Uppsala university","Stellan Sandler","Professor","","","",26930,27284,2005,427,"1","2024-10-29T13:18:15.502657Z",26931,3.079,"Research and Science","2024-10-29T13:18:15.502683Z"
"","Samspillet mellem pårørende til svækkede ældre patienter og sygeplejepersonalet i medicinsk afdeling","NOVO",50000,"","","","Afdelingen för gerontologi och äldrevård, Institutionen för Hälsa, Vård och Samhälle, Lunds Universitet","Tove Lindhardt","Sygeplejerske, cand.cur. Ph.D stud.","","","",26944,27298,2005,1768,"1","2024-11-01T14:51:42.280551Z",26945,37.581,"Research and Science","2024-11-01T14:51:42.280594Z"
"","Cdk5 as a Regulator of Insulin Exocytosis","NOVO",100000,"","","","Molecular Medicine, Karolinska Institutet","Christina Bark","Docent","","","",26998,27354,2004,392,"1","2024-10-29T11:19:08.100504Z",26999,4.665,"Research and Science","2024-10-29T11:19:08.100536Z"
"","Structural Characterization of Bacterial Homologues to Mammalian Na+/Cl- Coupled Transporters","NOVO",183204,"","","","Farmakologisk inst., Panum","Claus Juul Løland","PhD","","","",27002,27358,2004,1549,"1","2024-11-01T11:01:18.159244Z",27003,5.168,"Research and Science","2024-11-01T11:01:18.159282Z"
"","Tillväxthormon och regenerativ plasticitet i den vuxna hjärnan.","NOVO",150000,"","","","Sektionen för angiologi, Institutionen för internmedicin","David Åberg","Dr","","","",27005,27361,2004,669,"1","2024-10-30T12:33:50.281151Z",27006,5.6,"Research and Science","2024-10-30T12:33:50.281192Z"
"","Optimeret udvælgelse og dyrkning af embryoner gennem samtidig registrering af deres individuelle iltforbrug og morfologi","NOVO",122960,"","","","Husdyravl og Genetik, Danmarks JordbrugsForskning","Henrik Callesen","Forskningsprofessor","","","",27025,27381,2004,848,"1","2024-10-30T14:21:39.570865Z",27026,6.126,"Research and Science","2024-10-30T14:21:39.570904Z"
"","Forebyggelse af iskæmisk hjertesygdom i almen praksis. Praksisrelaterede faktorers betydning for compliance med kolesterolsænkende medicin.","NOVO",500000,"","","","Almen Medicin, IST/Syddansk Universitet","John Larsen","Praktiserende læge, adjunkt, ph.d.","","","",27049,27405,2004,1007,"1","2024-10-30T15:17:55.225898Z",27050,6.984,"Research and Science","2024-10-30T15:17:55.225940Z"
"","The role of interleukin-6(IL-6) and the immune system more generally in development of obesity in mice and humans","NOVO",150000,"","","","Institutionen för Fysiologi /Endokrinavd, Göteborgs Universitet","John-Olov Jansson","Professor","","","",27050,27406,2004,637,"1","2024-10-30T12:17:00.591316Z",27051,3.039,"Research and Science","2024-10-30T12:17:00.591353Z"
"","Fatty Acids, lipotoxicity and the regulation of the hormone secretion from pancreatic alpha and beta cells.","NOVO",132000,"","","","Medicinsk Endokrinologisk afd C, Århus Amtssygehus, Århus Universitetshospital","Kjeld Hermansen","Overlæge, lektor, dr.med.","","","",27066,27422,2004,381,"1","2024-10-29T11:16:46.705842Z",27067,3.281,"Research and Science","2024-10-29T11:16:46.705869Z"
"","Epidermis som modelsystem for studier af stamcellers vedligeholdelse og plasticitet i relation til sygdomsudvikling og ældning.","NOVO",200000,"","","","Institut for Human Genetik, Aarhus Universitet","Lars Bolund","Med.Dr.","","","",27071,27427,2004,127,"1","2024-10-28T13:33:27.695121Z",27072,3.201,"Research and Science","2024-10-28T13:33:27.695148Z"
"","Forebyggelse af mistrivsel hos unge med kognitive handicap","OBELSKE",1824408,"","Unges mentale sundhed","","Glad Fonden","","","","","",27131,27489,2024,933,"1","2024-10-30T15:00:48.987870Z",27132,5.743,"Social Purpose","2024-10-30T15:00:48.987910Z"
"","Kammermusik på Lundsgaard 2024-2026","OBELSKE",600000,"","Klassisk musik","","Kammermusikfestival på Lundsgaard Gods Kerteminde","","","","","",27150,27508,2024,610,"1","2024-10-30T12:11:03.975537Z",27151,3.717,"Culture","2024-10-30T12:11:03.975575Z"
"","Et kunstprojekt af Ann Veronica Janssens til Nanolab Phase 4, Danmarks Tekniske Universitet","OBELSKE",1500000,"","Samtidskunst","","Danmarks Tekniske Universitet","","","","","",27171,27529,2024,1801,"1","2024-11-01T15:10:56.655245Z",27172,1.395,"Culture","2024-11-01T15:10:56.655286Z"
"","Skønlitterær mentorordning styrker unge i udsatte positioner","OBELSKE",3247310,"","Unges mentale sundhed","","Læseforeningen","","","","","",27182,27540,2023,914,"1","2024-10-30T14:55:29.216995Z",27183,4.966,"Social Purpose","2024-10-30T14:55:29.217019Z"
"","REWRITALIZE din Recovery","OBELSKE",5981960,"","Unges mentale sundhed","","Foreningen Kunst og Mental Sundhed","","","","","",27183,27541,2023,1606,"1","2024-11-01T12:26:59.861385Z",27184,11.208,"Health","2024-11-01T12:26:59.861425Z"
"","Det Obelske Familiefonds Undervisningspris","OBELSKE",25000,"","Nordjylland","","Casper Steinmann","","","","","",27228,27586,2023,1546,"1","2024-11-01T10:51:21.830767Z",27229,5.792,"Education and public information","2024-11-01T10:51:21.830809Z"
"","The Receiver, Struer af Christian Skjødt Hasselstrøm","OBELSKE",600000,"","Samtidskunst","","Struer Kommune","","","","","",27233,27591,2023,1787,"1","2024-11-01T14:55:15.341481Z",27234,3.949,"Culture","2024-11-01T14:55:15.341510Z"
"","Kunstnerophold på Klitgaarden Refugium, Skagen","OBELSKE",60000,"","Samtidskunst","","Klitgaarden Fonden","","","","","",27239,27597,2023,1376,"1","2024-10-31T12:25:52.514145Z",27240,1.548,"Culture","2024-10-31T12:25:52.514175Z"
"","TIPPING POINTS – FRA ÉN TILSTAND TIL EN ANDEN Ingen vej tilbage for den visionære samtidskunst i Vestsjælland","OBELSKE",200000,"","Samtidskunst","","Kongegaardsfonden","","","","","",27251,27609,2023,1374,"1","2024-10-31T12:25:48.560413Z",27252,5.817,"Culture","2024-10-31T12:25:48.560469Z"
"","Julehjælp 2023","OBELSKE",120000,"","Nordjylland","","Børnenes Kontor aalborg","","","","","",27260,27618,2023,1339,"1","2024-10-31T11:00:28.591276Z",27261,2.45,"Social Purpose","2024-10-31T11:00:28.591323Z"
"","Chefdirigent Dmitry Matvienko 2024-2027","OBELSKE",1958000,"","Klassisk musik","","Aarhus Symfoniorkester","","","","","",27265,27623,2023,1465,"1","2024-10-31T14:33:18.904373Z",27266,3.794,"Culture","2024-10-31T14:33:18.904427Z"
"","Grobund til fremtiden – Ekstraansøgning","OBELSKE",139822,"","Unges mentale sundhed","","Cabi","","","","","",27267,27625,2023,36,"1","2024-10-24T12:38:46.853399Z",27268,85.191,"Business- and regional development","2024-10-24T12:38:46.853438Z"
"","Ansøgning om støtte til Kunstens udstillingsprogram 2024","OBELSKE",900000,"","Samtidskunst","","KUNSTEN – Museum of Modern Art Aalborg","","","","","",27280,27638,2023,915,"1","2024-10-30T14:55:31.094255Z",27281,1.706,"Culture","2024-10-30T14:55:31.094295Z"
"","Vrå Udstillingen – 80 års jubilæum","OBELSKE",50000,"","Nordjylland","","Vrå Udstillingen","","","","","",27327,27685,2022,1040,"1","2024-10-31T07:45:31.961005Z",27328,1.935,"Culture","2024-10-31T07:45:31.961043Z"
"","Det Obelske Familiefonds Undervisningspris","OBELSKE",25000,"","Nordjylland","","Rolf Lyneborg Lund","","","","","",27338,27696,2022,275,"1","2024-10-28T14:46:46.886318Z",27339,3.306,"Education and public information","2024-10-28T14:46:46.886364Z"
"","VelkomstVenner","OBELSKE",377999,"","Unges mentale sundhed","","Red Barnet Ungdom","","","","","",27349,27707,2022,32,"1","2024-10-24T12:36:04.418160Z",27350,47.653,"Health","2024-10-24T12:36:04.418187Z"
"","Fraktal – Ventesal for samtidskunst, lyd og poesi: Udstillingsprogram 2023","OBELSKE",100000,"","Samtidskunst","","FRAKTAL – Ventesal for samtidskunst, lyd og poesi","","","","","",27374,27732,2022,733,"1","2024-10-30T13:52:01.890497Z",27375,2.728,"Culture","2024-10-30T13:52:01.890538Z"
"","Julehjælp til socialt udsatte børn, unge og voksne i Nordjylland","OBELSKE",75000,"","Nordjylland","","Kirkens Korshær Aalborg","","","","","",27382,27740,2022,1381,"1","2024-10-31T12:27:09.011701Z",27383,2.591,"Social Purpose","2024-10-31T12:27:09.011741Z"
"","Art Barns Lolland","OBELSKE",6000000,"","Samtidskunst","","Art Barns Lolland-fonden","","","","","",27400,27758,2022,638,"1","2024-10-30T12:17:04.114440Z",27401,3.21,"Culture","2024-10-30T12:17:04.114822Z"
"","Ny symfonisk musik til dans på scenen – et repertoire til vores tid","OBELSKE",240000,"","Klassisk musik","","Dansk Danseteater c/o Operaen","","","","","",27422,27780,2022,366,"1","2024-10-29T11:02:06.822367Z",27423,2.949,"Culture","2024-10-29T11:02:06.822409Z"
"","Antarctica From Space","OBELSKE",100000,"","Samtidskunst","","Primer","","","","","",27467,27825,2021,961,"1","2024-10-30T15:11:53.773025Z",27468,3.835,"Culture","2024-10-30T15:11:53.773064Z"
"","Ønskeland – ophold for alvorligt og kronisk syge børn og deres familier","OBELSKE",2400000,"","Nordjylland","","Ønskeland","","","","","",27529,27887,2021,65,"1","2024-10-25T13:21:31.366602Z",27530,39.785,"Health","2024-10-25T13:21:31.366627Z"
"","Legater til studie- og praktikophold i 2022","OBELSKE",950000,"","Nordjylland","","Aalborg Universitet","","","","","",27539,27897,2021,250,"1","2024-10-28T14:39:08.187639Z",27540,7.189,"Research and Science","2024-10-28T14:39:08.187672Z"
"","Legater til kortvarige grupperejser til udlandet i 2022","OBELSKE",150000,"","Nordjylland","","Aalborg Universitet","","","","","",27540,27898,2021,673,"1","2024-10-30T12:34:21.647832Z",27541,14.101,"Education and public information","2024-10-30T12:34:21.647872Z"
"","Sæson 2022/2023 på Aalborg Teater","OBELSKE",175000,"","Nordjylland","","Aalborg Teater","","","","","",27541,27899,2021,343,"1","2024-10-29T10:55:23.404657Z",27542,18.35,"Culture","2024-10-29T10:55:23.404697Z"
"","Kunst fra transkulturelle positioner – ny udstillingsrække på SMK","OBELSKE",4850000,"","Samtidskunst","","Statens Museum for Kunst","","","","","",27547,27905,2021,771,"1","2024-10-30T13:56:48.429132Z",27548,2.472,"Culture","2024-10-30T13:56:48.429160Z"
"","Kunstens jubilæumsår 2022","OBELSKE",600000,"","Nordjylland","","KUNSTEN – Museum of Modern Art Aalborg","","","","","",27548,27906,2021,748,"1","2024-10-30T13:53:37.541031Z",27549,1.115,"Culture","2024-10-30T13:53:37.541055Z"
"","Bornholms Musikfestival 2020-23","OBELSKE",90000,"","Klassisk musik","","Bornholms Musikfestival","","","","","",27575,27933,2020,1111,"1","2024-10-31T08:47:20.402213Z",27576,2.006,"Culture","2024-10-31T08:47:20.402251Z"
"","Elvermose Klassiske Koncerter","OBELSKE",40000,"","Klassisk musik","","Elvermose Klassiske Koncerter","","","","","",27588,27946,2020,328,"1","2024-10-29T10:47:47.771334Z",27589,3.605,"Culture","2024-10-29T10:47:47.771374Z"
"","Særpulje til de danske kunsthaller","OBELSKE",155000,"","Samtidskunst","","Viborg Kunsthal","","","","","",27620,27978,2020,186,"1","2024-10-28T13:54:21.169770Z",27621,5.134,"Culture","2024-10-28T13:54:21.169808Z"
"","Særpulje til de danske kunsthaller","OBELSKE",272250,"","Samtidskunst","","Den Frie Udstillingsbygning","","","","","",27627,27985,2020,1620,"1","2024-11-01T12:34:44.299915Z",27628,3.214,"Culture","2024-11-01T12:34:44.299953Z"
"","Sammen om kunsten: “Echoes off Cliffs” – a modern symphony in rural surroundings","OBELSKE",100000,"","Klassisk musik","","Martin Lohse","","","","","",27641,27999,2020,850,"1","2024-10-30T14:21:46.469807Z",27642,4.548,"Culture","2024-10-30T14:21:46.469846Z"
"","Musikalske Stjernestunder på Museum Jorn","OBELSKE",50000,"","Klassisk musik","","Aarhus Chamber Ensemble","","","","","",27706,28064,2019,422,"1","2024-10-29T11:38:56.675333Z",27707,3.767,"Culture","2024-10-29T11:38:56.675373Z"
"","Fejøs Festival 2019","OBELSKE",40000,"","Klassisk musik","","Fejø Kammermusikforening/Fejø Kammermusikfestival 2017","","","","","",27709,28067,2019,191,"1","2024-10-28T13:54:53.652413Z",27710,4.817,"Culture","2024-10-28T13:54:53.652454Z"
"","3-årigt samarbejde. Støtte til projekter i forbindelse med Den Danske Strygekvartets virke.","OBELSKE",3000000,"","Klassisk musik","","Den Danske Strygekvartet","","","","","",27723,28081,2019,2002,"1","2024-11-04T12:06:05.168162Z",27724,2.691,"Culture","2024-11-04T12:06:05.168209Z"
"","Forbundsmesterskaber (FM) i Fodbold","OBELSKE",15000,"","Nordjylland","","Skalborg Sportsklub (SSK)","","","","","",27725,28083,2019,959,"1","2024-10-30T15:11:47.311816Z",27726,3.057,"Social Purpose","2024-10-30T15:11:47.311849Z"
"","Fanø Sommerkoncerter 2019","OBELSKE",30000,"","Klassisk musik","","Fanø Sommerkoncerter","","","","","",27727,28085,2019,1819,"1","2024-11-01T16:15:14.459239Z",27728,4.138,"Culture","2024-11-01T16:15:14.459289Z"
"","KP20 & SPRING20","OBELSKE",25000,"","Samtidskunst","","Kunstnernes Påskeudstilling","","","","","",27795,28153,2019,1438,"1","2024-10-31T14:29:09.305335Z",27796,2.75,"Culture","2024-10-31T14:29:09.305374Z"
"","Copenhagen Photo Festival 2020-2023","OBELSKE",1600000,"","Samtidskunst","","Copenhagen Photo Festival","","","","","",27800,28158,2019,1487,"1","2024-11-01T10:33:42.342305Z",27801,2.021,"Culture","2024-11-01T10:33:42.342345Z"
